Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
www.citizensuk.org,,Atiyah - Women1000 IWD 2024 Voter registration talk,"A woman in a hijab speaks into a microphone, holding a phone, with a 'citizenk' presentation backdrop about voter registration behind her. Text: ""What three things do all 'Voter Registration Czars' do?"", ""Voter registration Registering your people to vote"", ""Voter ID Educating your people about Voter ID"", ""Vote Encouraging your people to vote"".",2,2,,Very verbose,346,https://citizensuk.contentfiles.net/media/images/237A2376.2e16d0ba.fill-600x400-c100.jpg,,,
www.citizensuk.org,,Barchester and Bupa London action,"Cheerful woman with braided hair, wearing a lanyard, clapping her hands with another smiling woman clapping in the background.",2,4,,,126,https://citizensuk.contentfiles.net/media/images/IMG_5502_1.2e16d0ba.fill-550x800-c100.jpg,,,
www.citizensuk.org,,Eddie and Chiedza speaking to 800 delegates.,"Two students at a podium with a sign reading ""Convention of the North 2024"", with colorful circular graphics in the background.",5,4,,,127,https://citizensuk.contentfiles.net/media/images/DSCF6981-Enhanced-NR.2e16d0ba.fill-600x400-c100.jpg,,,
www.citizensuk.org,,IMG_1990,"Children and adults wearing hi-vis vests march with signs and flags reading ""citizensuk"" in a bright, residential setting.",0,5,Bad,,122,https://citizensuk.contentfiles.net/media/images/IMG_1990.2e16d0ba.fill-600x400-c100.jpg,,,
www.citizensuk.org,,School child with Living Wage Foundation t-shirt looks at canvases smiling,"A young girl with braided hair looks up, wearing a white t-shirt with a blue logo, at an art exhibition with easels displaying photos.",5,5,,,134,https://citizensuk.contentfiles.net/media/images/LWW_2021_.2e16d0ba.fill-960x416-c100.jpg,,,
www.citizensuk.org,,Two school children clapping and smiling at a Citizens UK assembly,"A group of people clapping, including two young individuals in the foreground wearing school uniforms with badges.",5,5,,,114,https://citizensuk.contentfiles.net/media/images/IMG_0801_wfZtlW9.2e16d0ba.fill-960x416-c100.jpg,,,
www.citizensuk.org,,Woman displays a flip chart page with community organising terms,Woman looking at a whiteboard with handwritten notes on power and self-interest through 1-to-1 relational meetings.,5,4,,I like the original version better,115,https://citizensuk.contentfiles.net/media/images/Hannah_teaching_training.2e16d0ba.fill-960x416-c100.jpg,,,
www.happier.com,,21-Day challenge 3 bubbles image,21-day Happier Challenge with Nataly Kogan,3,5,,,42,https://happier1.imgix.net/wagtail/images/21-day_Happier_Challenge_1.width-325.png,,,
www.happier.com,,gratitude daily tile,"Colorful confetti borders surrounding the words ""PRACTICE Gratitude"" with a small bird emblem at the bottom.",4,5,,"Very descriptive of decorative features, perhaps overly?",108,https://happier1.imgix.net/wagtail/images/JN05701-gd-social-practice-gratitude.width-325.jpg,,,
www.happier.com,,happier now paperback on teal,happier now\nHow to Stop Chasing Perfection\n(and Embrace Everyday Moments\nEven The Difficult Ones)\nNATALY KOGAN\nFeaturing the\nscience-backed\nHappier\nMethod™,4,2,,"Lots of newline noise, the AI failed to grasp it is looking at the cover of a book",163,https://happier1.imgix.net/wagtail/images/Untitled_design_15.width-325.png,,,
www.happier.com,,leadership programs square graphic,"Smiling woman in yellow suit sitting on a stool, two badges: ""elevating WOMEN leaders"" and ""leading THROUGH adversity"".",2,5,,,119,https://happier1.imgix.net/wagtail/images/Leadership_programs_graphic.width-325.png,,,
www.happier.com,,Nataly being video taped,"A smiling woman in a teal blazer sits in a video production set, visible on two camera monitors with studio lighting equipment in the background.",4,5,,The AI is a lot more descriptive of the setting while the human editors of this particular site appear prefering to keep alt text very short. Perhaps this is part of their organisation guidelines regarding alt text?,145,https://happier1.imgix.net/wagtail/images/IMG_7215.width-325.jpg,,,
www.happier.com,,Nataly stage yellow blazer,"A woman in a yellow blazer gesturing with her hand while holding a remote, with a blue background.",4,4,,"It's fairly safe to say this is a stage setting, hard to confirm with this close up picture, but important information that is missing",98,https://happier1.imgix.net/wagtail/images/Untitled_design_18.width-325.png,,,
www.happier.com,,Smiley Faces Magenta,"Two emoticon faces, one smiling and one frowning, connected by a curved line.",3,4,,,77,https://happier1.imgix.net/wagtail/images/membership-face-icon05x.width-800.png,,,
www.happier.com,,Emotional Health Skills logo,Emotional Fitness Skills @ Work happier@work™,4,4,,,45,https://happier1.imgix.net/wagtail/images/Emotional_Fitness_Skills__Work.width-500.png,,,
www.hbf.co.uk,,12291_William Lacey Group.jpg,WILLIAM LACEY GROUP,2,5,Bad,,19,https://www.hbf.co.uk/media/images/12291_William_Lacey_Group.height-60_nyO8RJH.jpg,,,
www.hbf.co.uk,,2024 State of Play report visual cover,"Two open magazine spreads showing a bar graph design on the left and a house blueprint on the right, titled ""STATE OF PLAY"". There's text and logos below the graphics.",4,4,,,167,https://www.hbf.co.uk/media/images/2024_State_of_Play_report_visual_cover.max-200x180.jpg,,,
www.hbf.co.uk,,21438_Strata Homes Limited.png,strata,2,5,Bad,,6,https://www.hbf.co.uk/media/images/21438_Strata_Homes_Limited.height-60_de77IJy.png,,,
www.hbf.co.uk,,5. header image B&W warm,"An audience seated at round tables listening to a speaker at an event in a large hall, in sepia tone.",0,5,,,101,https://www.hbf.co.uk/media/images/5._header_image_BW_warm.2e16d0ba.fill-570x300-c100.jpg,,,
www.indexventures.com,,Adyen,adyen,5,5,,,5,https://www.indexventures.com/media/images/Adyen_carousel_logo.height-240.format-jpeg.jpg,,,
www.indexventures.com,,Alex homepage EXTRA (2),"Close-up of a young man with short dark hair, wearing a grey sweater, looking upwards.",2,5,,,86,https://www.indexventures.com/media/images/Alex_homepage_EXTRA_2.width-639.format-jpeg.jpg,,,
www.indexventures.com,,Jay Kreps of Confluent (left) with Olivier Pomel of Datadog (right) speaking at Index’s Annual Retreat.,"Two men are sitting and talking, one gesturing while speaking, the other listening attentively, with an audience in the foreground.",4,5,,,131,https://www.indexventures.com/media/images/IVRetreatDay3_146_v01.original.format-jpeg.jpg,,,
www.indexventures.com,,Dylan Field (right) of Figma with Jason Citron (center) of Discord and Danny Rimer (left) of Index Ventures.,"Three men smiling and sitting casually, with the central one holding a microphone and popcorn on his lap, in a discussion panel setup.",4,2,,"Hallucination: there is no popcorn and no microphone. Impressed that the AI was able to identify the discussion panel like setting, that seems correct",134,https://www.indexventures.com/media/images/IVRetreatDay3_383.original.format-jpeg.jpg,,,
www.indexventures.com,,LindaLian-2,"A woman in a black leather jacket and silver skirt, sitting on a wooden bench with one hand on her cheek.",3,5,,,105,https://www.indexventures.com/media/images/LindaLian-2.original.format-jpeg.jpg,,,
www.indexventures.com,,Dawid-Baszucki-superpower-text-with-images,"Mature man with grey hair and glasses, wearing a black shirt, sitting and looking to the side against a black background.",1,5,,,121,https://www.indexventures.com/media/images/superpower-text-with-images.original.format-jpeg.jpg,,,
www.meningitisnow.org,,Alice H’s Story,"Smiling woman wearing an orange shirt with the text ""saving lives, rebuilding futures"" outdoors with greenery and sky in background.",2,5,,,132,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Alice_Hs_Story.2e16d0ba.fill-371x285.png,,,
www.meningitisnow.org,,Know the symptoms of meningitis - Harmonie-Rose,"Toddler with a pink headband holding a colorful ball, looking intently at the camera.",3,4,,,85,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/PHE_Campaign_Link_Box.2e16d0ba.fill-371x285.png,,,
www.meningitisnow.org,,martha’s rule,Empty hospital beds with privacy curtains in a clean and well-maintained ward.,1,5,,,78,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/marthas_rule.2e16d0ba.fill-371x285.jpg,,,
www.meningitisnow.org,,Max’s story,"Young boy in sunglasses and a striped shirt sitting outside, holding a lollipop.",2,2,,"Hallucination: there is no lolipop, only a small pencil",80,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Maxs_story.2e16d0ba.fill-371x285.png,,,
www.meningitisnow.org,,Meningitis Now founder Steve’s fundraising walk,"Group of people in orange t-shirts, some holding signs ""no win no fee* maximum fees apply"" and raising shoes in front of a brick building.",3,2,,Hallucination: there is no 'no win no fee' text anywhere in the picture. I attribute this to the low resolution of the image.,138,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Steve_walk.0b94eed8.fill-371x285.jpg,,,
www.meningitisnow.org,,Meningitis Now staff,"A group of people in orange shirts with a white cross logo gather smiling in front of a stone building. Some hold placards with the word ""now.""",2,3,,Not entirely accurate: no one is holding a placard. There is only text written on the shirts,143,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/MN_Staff.2e16d0ba.fill-371x285.png,,,
www.meningitisnow.org,,Meningitis Now Support Events 2019 - Family Days link box,"Three children focused on painting, with one in the foreground holding a paintbrush to their lips.",2,5,,,98,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Support_Events_2019_-_Family_Days_.2e16d0ba.fill-371x285.png,,,
www.meningitisnow.org,,Signs and symptoms of meningitis link box - babies,Newborn baby with medical sensors lying in a neonatal intensive care unit under blue phototherapy lights.,2,5,,"I can't tell if it is really an intensive care unit, but seems probable",105,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Signs_and_symptoms_of_meningitis_l.2e16d0ba.fill-371x285_mrGWPuj.png,,,
www.meningitisnow.org,,Yorkshire three peaks HH -,A group of smiling hikers with walking sticks on a hillside trail.,3,4,,,66,https://meningitis-now.ams3.cdn.digitaloceanspaces.com/media/images/Yorkshire_three_peaks_ads_3.2e16d0ba.fill-800x360.png,,,
www.presshook.com,,221115_KNOTT_KANE_3_0X5A3456.jpg,Close-up of someone's legs in burgundy leggings and white sneakers stepping on autumn leaves against a rock background.,0,5,Bad,,119,https://media.presshook.com/media/images/221115_KNOTT_KANE_3_0X5.6d7036c9.format-png.fill-242x258_HCu6L2o.png,,,
www.presshook.com,,280784130_740175594097207_4920335294856589585_n.jpg,Pink icon depicting a first aid kit with a white cross on it.,0,5,Bad,Best AI or a human can do I suppose,61,https://media.presshook.com/media/images/280784130_740175594097207_492033529.max-32x32.format-png.png,,,
www.presshook.com,,314953030_189878146889993_6265653508065607350_n.jpg,Beige emblem with a leaf design enclosed in an oval border.,0,5,Bad,,59,https://media.presshook.com/media/images/314953030_189878146889993_626565350.max-32x32.format-png.png,,,
www.presshook.com,,315438422_189878820223259_7095052439927368334_n.png,END COLLECTIVE,0,5,Bad,,14,https://media.presshook.com/media/images/315438422_1898788202232.44ae8660.format-png.fill-242x258.png,,,
www.royaldrawingschool.org,,_DSC6505_F1,An art class with students drawing and painting around easels in a studio with wooden beams and skylights.,0,5,Bad,,106,https://s3.eu-west-2.amazonaws.com/rds.prod/images/_DSC6505_F1.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,0C6A7116,Three people viewing various framed artworks on a gallery wall.,0,4,Bad,"There's actually 4 people in the photo, one face is partially obscured",63,https://s3.eu-west-2.amazonaws.com/rds.prod/images/0C6A7116.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,0C6A7331,"A smiling man in a grey blazer standing in front of a monochromatic artwork featuring intricate details, mounted on a brick wall.",0,5,Bad,,129,https://s3.eu-west-2.amazonaws.com/rds.prod/images/0C6A7331.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,A Morbid Sensitivity to Surfaces: Talking Painting and Drawing  with Lorna Robertson and Andrew Cranston,Abstract painting with colorful washes and sketches resembling faces and floral shapes.,3,5,,,87,https://s3.eu-west-2.amazonaws.com/rds.prod/images/Lorna_Robertson_In_my_mind_and_in_.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,Autumn Kami,"Colorful, detailed artwork showing a fantasy scene with various creatures and plants, and a humanoid figure on the left side.",3,5,,Impressive description!,125,https://s3.eu-west-2.amazonaws.com/rds.prod/images/atn2.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,caring,Two figures embracing warmly in a red-toned painting with a somber observer in the background.,2,5,,,94,https://s3.eu-west-2.amazonaws.com/rds.prod/images/Haefflinger_Lucile_CH_1_mYrk3x8.31f5ffaa.fill-600x400.jpg,,,
www.royaldrawingschool.org,,Night Studio: A Memoir of Philip Guston - Musa Mayer in conversation with Catherine Goodman,Hand-drawn sketch featuring abstract shapes and patterns with a partial human face on the left.,5,3,,,95,https://s3.eu-west-2.amazonaws.com/rds.prod/images/Screenshot_2024-01-30_at_23.47.17.2e16d0ba.fill-600x400.png,,,
www.royaldrawingschool.org,,Student and Tutor Videos,"A collage of several portraits showing different individuals speaking, some names visible: ""Julie Price"", ""Rebecca Harper & Kathryn Maple"", ""LILLIAS BUCHANAN"", ""PIA BRAMLEY"".",3,4,,"Bit verbose, the names don't really matter in the context it is used",174,https://s3.eu-west-2.amazonaws.com/rds.prod/images/ALL_TOGETHER.2e16d0ba.fill-600x400.jpg,,,
www.royaldrawingschool.org,,Summer Term 2024,"A woman in a blue sweater and jeans sits on a ledge holding a pen and clipboard, with a thoughtful expression and greenery in the background.",2,5,,,141,https://s3.eu-west-2.amazonaws.com/rds.prod/images/_DSC8433_copy_2.24308e1a.fill-1200x800.jpg,,,
www.royaldrawingschool.org,,The Drawing Year 2024-25,An artist adjusting a canvas on an easel in a studio with paintings and art supplies visible in the background.,2,4,,Can't really see if the easel is being adjusted or the artist is holding it stable.,111,https://s3.eu-west-2.amazonaws.com/rds.prod/images/The_Drawing_Year_2024_25.567bb8aa.fill-600x400.jpg,,,
www.seedstars.com,,afdb,"Two logos with an outline of Africa; one encircled by ""BANQUE AFRICAINE DE DEVELOPPEMENT - AFRICAN DEVELOPMENT BANK"" and the other by ""AFRICAN DEVELOPMENT FUND - FONDS AFRICAIN DE DEVELOPPEMENT"" with a globe grid.",3,4,,,213,https://seedstars-com.s3.amazonaws.com/images/banqueafricainedeveloppement.max-594x300.png,,,
www.seedstars.com,,bbva,BBVA,3,3,,,4,https://seedstars-com.s3.amazonaws.com/images/BBVA.max-594x300.png,,,
www.seedstars.com,,billmelindagatesfoundation,BILL & MELINDA GATES foundation,3,5,,,31,https://seedstars-com.s3.amazonaws.com/images/billmelindagates.max-594x300.png,,,
www.seedstars.com,,ctcn,CTCN CLIMATE TECHNOLOGY CENTRE & NETWORK logo with a stylized globe.,2,4,,,68,https://seedstars-com.s3.amazonaws.com/images/ctcn.max-594x300.png,,,
www.seedstars.com,,facebook,Facebook® logo with the company's name in lowercase blue letters on a white background.,5,2,,,87,https://seedstars-com.s3.amazonaws.com/images/facebook.max-594x300.png,,,
